word,value
agonize,-4
annihilate,-4
betray,-4
damn,-4
detest,-4
dread,-4
hate,-4
horrify,-4
infuriate,-4
mortify,-4
repulse,-4
ruin,-4
butcher,-4
devastate,-4
slaughter,-4
terrify,-4
terrorize,-4
vomit,-4
fuck,-4
panic,-4
outrage,-4
torture,-4
revile,-4
loathe,-4
execrate,-4
disgrace,-4
abhor,-5
appall,-5
loath,-5
cannibalize,-5
defile,-5
despise,-5
